"","brod_1","brod_2","brod_3","brod_4","brod_5","hesse_1","hesse_2","hesse_3","hesse_4","hesse_5","kafka_1","kafka_2","kafka_3","kafka_4","kafka_5","leppin_1","leppin_2","leppin_3","leppin_4","leppin_5","mann_1","mann_2","mann_3","mann_4","mann_5","meyrink_1","meyrink_2","meyrink_3","meyrink_4","meyrink_5","musil_1","musil_2","musil_3","musil_4","musil_5","rilke_1","rilke_2","rilke_3","rilke_4","rilke_5","schnitzler_1","schnitzler_2","schnitzler_3","schnitzler_4","schnitzler_5","werfel_1","werfel_2","werfel_3","werfel_4","werfel_5","zweig_1","zweig_2","zweig_3","zweig_4","zweig_5"
"kafka_1",0.974859827085848,0.982465903347901,0.99755437303897,0.958471436038104,1.01428408581325,1.09949456492309,1.064879967842,1.09244881341207,1.0835110273677,1.08572325683085,0,0.759520846377376,0.764477749770317,0.788575234069769,0.780693844794975,1.09852910930366,1.1299753953043,1.0919431948081,1.08709548145871,1.09268177171556,0.944919042884178,0.97964169918127,0.961294630479259,0.984443379628011,0.936807780603307,1.07145347714863,1.03591265345565,1.05550829845072,1.07962410213697,1.00740358393478,1.01115463538319,1.02027157769264,1.05196413982261,1.01253221797004,1.02332201439276,0.983242834869919,1.02930809231725,1.04043811072482,0.980259937946373,0.979800016647886,1.06102475086998,1.0287813576069,1.07328755297467,1.05980355754488,1.05092112053323,1.05273825138784,1.01378732518347,1.01222821445022,1.03472374714956,1.04315450545265,1.17173398243323,1.19626284947848,1.18546855129332,1.20307300007342,1.1513363656314
"kafka_2",0.975059675183918,0.96903784560501,0.973374114417653,0.952914017170972,0.969174291014202,1.01530963352916,1.07250110211404,1.08676215133495,1.07941703854657,1.08989953097989,0.759520846377376,0,0.798246110945029,0.78114962246072,0.748345742483509,1.10749084442942,1.08111469542539,1.07928833847661,1.09887900740063,1.09255602084125,0.933059483574054,0.934043218099749,0.957401637408809,0.947931466513068,0.951824000516508,1.03010661860574,1.01400948472702,1.0175336327872,1.02602320006196,0.980262579829615,0.999372308670237,0.970528657620474,1.00945593445647,0.999829691587912,0.999527144180282,0.977829515093598,0.973307359933396,1.01068541212584,0.970053185375878,0.960108835592946,1.03417212956024,0.993777811638327,1.05611403913876,1.05911145013828,1.03583029667563,1.04541502970151,0.994110476372429,0.970782721967735,0.988523506148074,0.992752465062749,1.12796231907489,1.17981583311514,1.17031594372468,1.16821607532301,1.13629572327171
"kafka_3",0.974161649305035,1.02309655372569,1.02159278938957,1.05170697822512,1.02476105597259,1.08308876878137,1.10022658256972,1.12577110188704,1.10364189699733,1.10993680131156,0.764477749770317,0.798246110945029,0,0.822551606390669,0.765967375139645,1.12292972577264,1.11218911912619,1.11074636361329,1.10676524028949,1.12292258269629,0.975017751494404,0.977311911524102,0.995495410492056,1.01299957554481,0.992014229894178,1.03037753254031,1.06278830076479,1.08394694624562,1.06016545582904,1.00022011608213,1.04847565416927,1.03958416624316,1.06251152988362,1.0584403754534,1.05574077929481,0.991916190838068,1.07824237953119,1.04461729976952,1.00748752994402,1.01535119835073,1.10576165210494,1.04092319764025,1.07134256693398,1.08890494812791,1.12537736626987,1.07836105066618,1.05117199747322,1.04368227027749,1.06563763167717,1.06164135916636,1.12682413237959,1.21952328926538,1.18488286358204,1.17932460471542,1.12812953224715
"kafka_4",1.00360166817075,0.976878451067317,0.99812065605586,1.00188003645212,0.994050349917112,1.08665970252104,1.11371539285795,1.08768565955922,1.09098121092976,1.10797627947605,0.788575234069769,0.78114962246072,0.822551606390669,0,0.802316381854361,1.11873475596829,1.13010108417907,1.10475272571628,1.105256823827,1.10832868932331,0.955344964931425,0.965372155543539,0.957062044548572,0.947771188637081,0.969014360040905,1.0552110170698,1.05270969130943,1.05119583687515,1.05000817536358,1.02912564763251,1.03958333648261,1.03101429990162,1.04498649159448,1.08734833253204,1.02249751412403,1.01519958619361,1.06239212528456,1.03396960092422,1.01069239185991,0.996740181567855,1.0553994361084,1.02035420521724,1.05585879412968,1.07459528949005,1.04529598087102,1.09078250547971,1.00222785354565,1.02905083071483,1.0446291711909,1.05681427348207,1.16073511832416,1.19626755887864,1.17159770466898,1.16946162580759,1.17087649953322
"kafka_5",0.994335597935425,0.973724367166875,0.973322351147263,0.925087175952792,0.971927466369047,1.05245592257826,1.04253665269654,1.06815400303661,1.09765904749448,1.07551662467939,0.780693844794975,0.748345742483509,0.765967375139645,0.802316381854361,0,1.12032113249529,1.13363120050624,1.11488268110906,1.11064115876352,1.12297225454154,0.947162324934822,0.95465107466381,0.973716617884757,0.996626049024922,0.954831912226515,1.05686862917299,1.06350038540828,1.07260439386724,1.04234267434188,0.997612317330449,0.983774109931027,0.995337686035827,1.03737456632631,1.02289531945484,1.05172854166225,0.984567806392677,1.05157490525908,1.03279481060095,1.00506794201241,0.969584217056578,1.07928759925038,1.02436311857617,1.06782533509832,1.05905403533433,1.07893866795776,1.02448898862223,1.00667316705632,1.01028226265311,0.995286518178679,0.994453409444813,1.13978647913692,1.157726000757,1.16958530953348,1.15047604756724,1.16669360714577
"leppin_1",1.0558214520924,1.01676105344761,1.04950267643074,1.07625420892884,1.05225806178109,1.07331396403899,1.0860137250787,1.08675717285134,1.11843415540682,1.06578581899502,1.09852910930366,1.10749084442942,1.12292972577264,1.11873475596829,1.12032113249529,0,0.634944865430771,0.600484482237174,0.630357316771787,0.61968639142475,0.984685620263111,0.980544919830403,1.00315169095534,1.00515793844628,0.983424997053584,1.04010650261665,1.05527603604119,1.05273619063001,1.02989329673455,1.02594198486658,1.0332235621338,1.0502512280422,1.10708432298548,1.03931694800055,1.02404989518014,1.02084038012922,1.02412401880808,1.01854365922005,1.05564452751295,1.03373940247909,1.0339292016679,1.01882770293244,1.02148244311173,1.01527449338775,1.06257234409022,1.03713827041732,0.988219858807022,0.975997067287599,0.997542573965613,0.961597749813002,0.958527233242867,0.99594360814085,0.985585327966734,0.978143881216047,0.940546571454091
"leppin_2",1.0378373378014,1.07673595840204,1.04229446703391,1.11340028270389,1.06922704884877,1.07284409079217,1.10839530241244,1.08405151474336,1.10113787312829,1.07905404643877,1.1299753953043,1.08111469542539,1.11218911912619,1.13010108417907,1.13363120050624,0.634944865430771,0,0.621698009666498,0.616019581850322,0.619580820109075,0.99609226792083,1.00805937651195,0.985431248183486,0.982125484344282,1.0048481880758,1.05568226574079,1.05502944119626,1.03600665424409,1.01187260441341,1.02248599653141,1.07433793493568,1.08008433299279,1.10623045844869,1.08139079974628,1.03995819982443,1.08017029194923,1.04864543676236,1.04736683303778,1.07039248097829,1.04353661890492,1.01564138974679,1.00678587556936,1.00166548071527,1.04102424819703,1.03993278855884,1.05164553363527,1.02143629525016,0.989777156056108,0.992778202044159,0.993089914668038,0.936002393193387,0.97671810045671,0.986453817474929,0.978016496701668,0.937243875077141
"leppin_3",1.05695759274888,1.05826891107922,1.02272839129325,1.05433322028301,1.01155938711098,1.03667079988219,1.0648513329581,1.05434587781217,1.08837902523814,1.07649760087524,1.0919431948081,1.07928833847661,1.11074636361329,1.10475272571628,1.11488268110906,0.600484482237174,0.621698009666498,0,0.637586645934779,0.603748894976872,0.982448046957501,0.942302785408208,0.977270246226006,0.977117808630036,0.94176708360879,0.98702286515592,1.03067808398582,1.04525540138437,1.02091839590352,0.977585814324764,1.03450569670935,1.04651367640663,1.06289476840781,1.03233226429559,1.0113154325914,1.00141973198362,0.978908256125024,1.02543022939932,1.01629632559094,0.978412083677341,0.983057405531142,1.01854021287613,0.978983952517924,0.979926056636459,1.01029095248444,0.994721307991807,0.987114753722721,0.98644768240393,0.976611520061144,0.968680051584668,0.970055849486555,1.00689373537248,0.993346612884182,1.00311104464531,0.958188019011138
"leppin_4",1.05147579286326,1.06400740774215,1.05380478091387,1.10156574432927,1.0406856541234,1.04929021129503,1.06752030259797,1.0703776320395,1.1028980067535,1.0731533777387,1.08709548145871,1.09887900740063,1.10676524028949,1.105256823827,1.11064115876352,0.630357316771787,0.616019581850322,0.637586645934779,0,0.61784784846948,0.963350964117009,0.954787869719661,0.968049821180022,0.980158349605071,0.965769533010446,1.02873098833823,1.06253379157778,1.05162683059934,1.02401988028283,1.00332883520707,1.08156304548506,1.04773056851197,1.11079073552816,1.03088886927545,1.06522750942831,1.02056690084532,1.00888988962921,1.0244845180793,1.02283253798827,1.03011103639821,1.00920322725417,1.0160592285138,1.01332988349832,1.01193282107459,1.02436885358778,1.02693685171079,0.973021353554232,0.942458121677073,0.999068035896803,0.964678322477924,0.935852757827658,1.00977901356702,0.981330348675797,0.993665446419137,0.955088459408283
"leppin_5",1.06038853304898,1.05729135108327,1.04404636596795,1.08890581179967,1.02947768050946,1.05767056572551,1.08441412406898,1.06234870172209,1.11813789906184,1.07459107739019,1.09268177171556,1.09255602084125,1.12292258269629,1.10832868932331,1.12297225454154,0.61968639142475,0.619580820109075,0.603748894976872,0.61784784846948,0,0.975909591399568,0.975536200432648,0.957815728000616,0.976548363649534,0.943536476973522,1.04139133052517,0.998885263828095,1.04186329377678,0.993831077456584,1.01327173022849,1.08251299055588,1.04453713780597,1.10499629590237,1.06473816665505,1.04427608671546,0.989389809999483,1.00178929861136,1.01050424301873,1.01789805549909,1.02136043349271,0.998841203620089,1.01568750801773,0.993503314999502,0.999747065892638,1.01450333118148,0.988170153761682,1.00106166467017,0.99066676942206,0.972353844231868,0.963758910401781,0.949511299345138,0.98754800941481,0.984002211271722,0.976365927127127,0.944573998739899
"mann_1",0.921527348971243,0.939686224235772,0.952279702094032,0.96502725820002,0.909458697192812,0.984366772982089,1.04097814449195,1.01833170432117,1.04034546704712,1.05577458411403,0.944919042884178,0.933059483574054,0.975017751494404,0.955344964931425,0.947162324934822,0.984685620263111,0.99609226792083,0.982448046957501,0.963350964117009,0.975909591399568,0,0.73518713843083,0.753091166420074,0.76151561481606,0.755551159025666,0.939617649890966,1.03789072621416,1.02577610779546,0.978122530132105,0.950286082455029,0.967942646259893,0.980524207346848,0.992807259142823,0.955738098656767,0.948836245783192,0.942668510322892,0.956815711094956,0.988689381922898,0.937384785752436,0.919413590138184,1.00612837936179,0.94826827221428,0.922934559425988,0.961580108309751,0.977543902431841,1.00225985004246,0.981430394830297,0.954142027596561,0.961029643387614,0.979448421027976,1.02316185986618,1.08073689389362,1.11894200328698,1.03420497166687,0.998506031339884
"mann_2",0.938293734653199,0.935284432391372,0.95084613180934,0.96824736045991,0.93631922557068,0.960286674907864,0.981132975872648,0.961736890362706,1.02179282294121,1.02379304467683,0.97964169918127,0.934043218099749,0.977311911524102,0.965372155543539,0.95465107466381,0.980544919830403,1.00805937651195,0.942302785408208,0.954787869719661,0.975536200432648,0.73518713843083,0,0.763538523833023,0.768713754296265,0.774453309640947,1.00265808710716,1.02992105888731,1.03695576832673,1.01364537913273,0.960408789746672,0.975906698038145,0.912952194145761,0.964242377067547,0.962881547744668,0.991225578410466,0.92388962245746,0.971667183652927,0.979660929258593,0.94425014124193,0.922083783945688,1.00258349864243,0.958634862410155,0.975355079850569,0.949295832534533,0.960126605514132,0.985978982688433,0.956169066106594,0.966935988925717,0.984656986350093,0.973182914401269,1.03914606636702,1.08763356606307,1.07541273681131,1.07907882725528,1.04308900567843
"mann_3",0.933561139656371,0.94429370414112,0.931663454676437,0.956653670564381,0.905734953939452,1.01423704276127,1.03139035564371,1.02234858696468,1.03997864053976,1.0585152990099,0.961294630479259,0.957401637408809,0.995495410492056,0.957062044548572,0.973716617884757,1.00315169095534,0.985431248183486,0.977270246226006,0.968049821180022,0.957815728000616,0.753091166420074,0.763538523833023,0,0.750343273939586,0.76909428992222,0.983191368921334,1.03335944859221,1.03839524500064,0.989349139398729,0.956497615907556,0.990826161708465,0.98581415045733,0.97718045261457,0.985154358718505,1.00766964861249,0.930962757833877,0.970432645365332,0.982286203238496,0.995544091576379,0.920835455187726,0.977781137902531,0.952444759984242,0.97435690259999,0.958134510154626,0.975843370466283,0.98361019098484,0.942828087552581,0.953559741254444,0.985985031546264,0.981794290087696,1.03329273935912,1.08356472226565,1.10463560058353,1.06891604455792,1.03584017428258
"mann_4",0.937673468008557,0.958554881362063,0.906299017861159,0.960046497592552,0.935656801549278,0.981369508479842,1.01823157714145,0.959630272511608,0.988904463218874,0.992684929020185,0.984443379628011,0.947931466513068,1.01299957554481,0.947771188637081,0.996626049024922,1.00515793844628,0.982125484344282,0.977117808630036,0.980158349605071,0.976548363649534,0.76151561481606,0.768713754296265,0.750343273939586,0,0.766657215726201,1.00220989885542,1.01829356350483,0.999048278771214,0.982344980375862,0.986061141236278,0.970570577492209,0.942841852090608,0.978936381098415,0.956879410323577,0.984021292219991,0.952788907112898,0.954451706875248,0.93726337225775,0.975102147209828,0.942609550523357,0.977090167367087,0.962775594000487,0.997091183919338,0.973383879193202,0.969739320166833,0.971600334592399,0.953777222456007,1.00763555331055,0.957700013657464,0.975014565005314,1.03621782943969,1.12158248572154,1.12886716736261,1.08461250362002,1.06922709553119
"mann_5",0.91809508525211,0.950071014555515,0.962954539678508,0.944377811260787,0.936671930082663,0.970831856227844,1.04445253802414,0.988860495271147,1.04173793846024,1.03436589328431,0.936807780603307,0.951824000516508,0.992014229894178,0.969014360040905,0.954831912226515,0.983424997053584,1.0048481880758,0.94176708360879,0.965769533010446,0.943536476973522,0.755551159025666,0.774453309640947,0.76909428992222,0.766657215726201,0,0.986963464495574,0.981117213431685,0.990773437189045,0.971470031370044,0.970509332072403,0.950912865978971,0.988502771722876,0.999693268784566,0.957825100789718,1.01520651980012,0.935316052470429,0.950182469012529,0.969003822713971,0.966723369634761,0.949183260840815,0.968862489024144,0.942536267645618,0.929381073450308,0.970683180609185,0.976922861460155,0.971319240867294,0.931503251466759,0.943500672915491,0.937168009717054,0.94485046623072,1.03928321526621,1.08665360467915,1.07794594824149,1.08538688153793,1.05785127864422
"meyrink_1",1.02543209204149,1.0239037873628,0.984202054385537,1.06408539455242,1.00491191158594,1.01733528086684,1.04627163419053,1.04129235071191,1.06652873810527,1.05550153187651,1.07145347714863,1.03010661860574,1.03037753254031,1.0552110170698,1.05686862917299,1.04010650261665,1.05568226574079,0.98702286515592,1.02873098833823,1.04139133052517,0.939617649890966,1.00265808710716,0.983191368921334,1.00220989885542,0.986963464495574,0,0.831456069720107,0.788856738284886,0.821602691955618,0.766657869274535,1.07041716679351,1.04125637742343,1.03601767613574,1.04614236775547,1.07004023248103,0.99420724397589,1.03122688512454,1.0344122896817,0.997105171981004,0.983711156873619,1.01602326610256,1.01985214165086,1.05795336138009,1.07252235718543,1.05919224659513,1.00012634414965,0.965108678908939,0.953864651361045,0.966091819173966,0.95694210744665,1.03545300210017,1.10660480330051,1.09386727792052,1.0666129993569,1.06991874154167
"meyrink_2",0.994494940889387,1.02028967993909,0.99860233771236,1.034161934665,1.02624770151528,1.03478773823301,1.08206742509185,1.02853861655942,1.10046778963907,1.08561947025524,1.03591265345565,1.01400948472702,1.06278830076479,1.05270969130943,1.06350038540828,1.05527603604119,1.05502944119626,1.03067808398582,1.06253379157778,0.998885263828095,1.03789072621416,1.02992105888731,1.03335944859221,1.01829356350483,0.981117213431685,0.831456069720107,0,0.82877384661463,0.825678536864485,0.813885395397639,1.05467406966207,1.02386422337697,1.05557976037666,1.05821462217276,1.02739649414254,0.974372502201622,1.020212017339,1.03524050354221,0.995905358034609,1.00559847144261,1.051938224731,1.03002317672458,1.07533243897594,1.05368489712838,1.06560320261263,1.03030572461839,0.987874192737563,0.994786140640944,0.995293205517209,1.007183090629,1.08563026675617,1.1000396190361,1.08914524349637,1.11099768631408,1.06450164771054
"meyrink_3",0.997364438006603,0.979309089503782,0.986479774263717,1.02314848934287,1.01662785024444,1.04312746832687,1.05336307781151,1.0718623302445,1.10664828414161,1.06493310476562,1.05550829845072,1.0175336327872,1.08394694624562,1.05119583687515,1.07260439386724,1.05273619063001,1.03600665424409,1.04525540138437,1.05162683059934,1.04186329377678,1.02577610779546,1.03695576832673,1.03839524500064,0.999048278771214,0.990773437189045,0.788856738284886,0.82877384661463,0,0.796666019039741,0.8315117502881,1.03029002007371,1.02321889786642,1.02913573337859,1.02444191444245,1.05408779913525,1.01147545981116,1.01585227146279,0.998580393797312,0.956709621473576,0.989394221431548,1.00198429697423,1.01319360866996,1.0545007605552,1.05892232062538,1.04347545658729,1.01497733394109,0.994531076371538,0.968335988602657,0.979223045172276,0.972213099153194,1.04698941723318,1.06377044672749,1.07307773994381,1.0589378416009,1.0481780339531
"meyrink_4",1.0164151812106,1.01107505425905,0.990385347131307,1.00387153484321,0.990051047443692,1.01408430755672,1.06319780969396,1.06998559598917,1.0915565147596,1.06448898065165,1.07962410213697,1.02602320006196,1.06016545582904,1.05000817536358,1.04234267434188,1.02989329673455,1.01187260441341,1.02091839590352,1.02401988028283,0.993831077456584,0.978122530132105,1.01364537913273,0.989349139398729,0.982344980375862,0.971470031370044,0.821602691955618,0.825678536864485,0.796666019039741,0,0.790404900588255,1.01951439397351,0.988527034098951,1.021476593311,1.03432962290703,1.01915271570885,1.00816219112306,1.0100924796684,1.00476622471597,0.979938184591779,0.980190182122747,1.06052287717185,1.03060969748236,1.07170182185278,1.08669828396953,1.06153946250273,1.01270487684608,0.99301322305628,0.961445117880415,0.957389425576854,0.969513106280447,1.04437528377079,1.03735480398342,1.06751832127786,1.04952224239372,1.03269983645762
